id,first_name,last_name,smoker,race,county,num_children,income,complications,age_group,ssn
783,Ashli,Cervantes,true,race2,county1,2,292825,1,group2,547-21-5342
784,Aubert,Pollard,true,race3,county1,0,103138,2,group1,723-71-0387
785,Aurore,Hawkins,true,race2,county2,4,36359,10,group1,749-61-6951
786,Bobbie,Casey,false,race2,county4,4,89176,4,group2,534-91-7646
787,Mohammed,Lawson,true,race1,county2,5,227591,3,group3,329-78-6324
788,Hermie,Hale,false,race2,county4,4,67721,4,group2,743-12-1047
789,Gardy,Cervantes,true,race1,county3,0,150936,6,group2,646-43-1025
790,Edlin,Pollard,false,race2,county2,1,180241,6,group1,574-85-5957
791,Gale,Hawkins,false,race2,county3,4,249476,8,group1,242-29-7170
792,Boot,Owen,true,race1,county1,4,157593,1,group3,803-89-3182
793,Nealon,Cervantes,false,race2,county2,2,83239,7,group2,358-61-5710
794,Diego,Brooks,,race1,county3,5,212336,1,group3,792-92-9795
795,Granville,Hoffman,true,race2,county1,3,175331,3,group2,759-57-8381
796,Domenic,Hawkins,false,race2,county4,1,83444,2,group2,189-97-5756
797,Lacy,Hawkins,false,race2,county2,5,85363,7,group3,235-61-6953
798,Rurik,Lawson,true,race1,county2,0,30850,8,group3,492-74-5082
799,Bent,Hawkins,true,race3,county1,5,170208,5,group1,691-05-4827
800,Talia,Scott,false,,county3,4,33908,3,group3,
801,Bell,Quinn,true,race2,county1,1,96535,2,group3,711-55-3230
802,Blayne,Watson,true,race2,county1,2,44478,6,group3,100-44-2731
803,Bette-ann,Scott,false,race3,county1,3,183175,4,group2,298-27-7654
804,Barbra,Lawson,false,race3,county1,0,181196,9,group2,430-33-1910
805,Hughie,Watson,true,race2,county4,1,95286,2,group1,204-22-1053
806,Kellyann,Casey,false,race2,county2,3,107456,2,group2,362-46-3628
807,Raul,Cervantes,true,race2,county1,2,256124,1,group3,145-56-3313
808,Aldwin,Ward,true,,county3,3,118096,4,group2,
809,Briny,Cannon,true,race3,county1,0,224645,0,group1,186-58-4429
810,Dario,Ward,true,race3,county1,1,61998,1,group2,365-25-3588
811,Kelly,Hoffman,true,race3,county1,0,60163,4,group2,324-84-4264
812,Nicole,Cervantes,,race1,county4,3,21458,4,group1,426-58-3187
813,Claudia,Le,,race3,county1,2,26065,10,group1,678-28-5965
814,Marcos,Wilkerson,false,race3,county1,5,189232,4,group1,458-07-3200
815,Rad,Wilkerson,false,,county1,2,191084,4,group3,
816,Ward,Brooks,true,race2,county3,4,150994,6,group2,828-85-8234
817,Jordon,Scott,false,race1,county4,5,74616,5,group1,722-07-2412
818,Carol,Ward,true,,county3,0,97882,9,group2,
819,Inna,Casey,false,race2,county2,3,125716,0,group1,621-94-5831
820,Bret,Elliott,false,race1,county3,5,284415,10,group2,372-29-3371
821,Kimball,Hawkins,,race1,county2,0,153833,4,group2,147-49-1569
822,Theresita,Brooks,true,race3,county1,2,139707,3,group1,730-29-5478
823,Marrissa,Hawkins,,race1,county4,4,199389,2,group3,533-05-2843
824,Juliet,Watson,false,race3,county1,0,124557,5,group1,549-99-0275
825,Rafaela,Lawson,true,race1,county1,0,118317,6,group2,446-10-2082
826,Bald,Watson,false,race3,county1,2,178332,7,group2,153-27-8567
827,Francene,Cervantes,true,race2,county1,5,285859,6,group2,524-07-0137
828,Omero,Hale,false,race2,county4,3,240084,5,group2,362-84-9953
829,Tania,Pollard,true,race2,county3,5,98483,10,group1,441-28-6086
830,Allen,Elliott,false,race2,county4,5,160199,3,group1,299-29-7872
831,Noe,Lawson,false,race2,county3,1,178836,4,group3,224-96-8790
832,Roland,Brooks,false,race1,county1,3,125546,5,group2,820-83-7089
833,Curtis,Lawson,false,race3,county1,3,279593,6,group2,302-59-8225
834,Ricky,Lawson,false,,county2,0,178879,8,group3,
835,Gussi,Scott,true,race1,county1,3,12383,2,group2,376-11-7757
836,Judah,Casey,false,race3,county1,2,116160,0,group1,408-67-1788
837,Eolanda,Elliott,true,race1,county3,4,251654,6,group3,439-19-9415
838,Jacquelyn,Elliott,false,race2,county3,4,214815,1,group1,363-87-4974
839,Pearce,Hale,true,race3,county1,4,69825,4,group1,101-71-2335
840,Jerrilee,Owen,true,race2,county4,2,235192,4,group2,506-10-9349
841,Maddi,Le,false,race1,county2,0,67232,5,group2,506-02-0348
842,Harmonie,Hawkins,false,race3,county1,4,251334,5,group2,786-15-1940
843,Margit,Watson,true,race1,county1,2,122984,1,group1,418-86-8974
844,Stephenie,Le,true,race1,county4,2,92095,1,group2,244-43-1259
845,Piper,Elliott,false,,county4,5,299059,0,group1,
846,Hannie,Frank,true,race1,county4,2,215015,4,group2,115-65-1832
847,Welby,Brooks,true,race3,county1,2,114775,8,group1,485-16-0849
848,Coletta,Owen,false,race3,county1,1,185452,8,group1,564-47-0171
849,Clari,Waters,true,race2,county1,1,76991,8,group2,522-61-8305
850,Ingaborg,Scott,false,race2,county4,2,99565,7,group2,511-13-5410
851,Chrissie,Owen,false,,county4,3,32358,8,group2,
852,Sancho,Waters,true,race1,county2,4,100349,8,group3,515-80-8200
853,Kipp,Brooks,true,race3,county1,4,127830,10,group3,812-95-1163
854,Mercy,Hoffman,false,race2,county1,1,164561,3,group1,296-79-8053
855,Lurette,Waters,false,race2,county3,5,176846,3,group3,450-78-8417
856,Reggy,Elliott,true,race2,county4,5,35220,7,group3,725-34-7379
857,Garvy,Brooks,false,race3,county1,4,135941,1,group2,843-86-7299
858,Avigdor,Brooks,false,race2,county3,3,198960,4,group3,868-20-6341
859,Ber,Frank,false,race3,county1,5,93950,9,group1,230-53-2631
860,Alberto,Le,true,race3,county1,5,213959,4,group3,690-25-3108
861,Edd,Brooks,false,race3,county1,3,172658,6,group3,480-57-1285
862,Jareb,Kirk,false,race3,,3,243579,9,group2,217-32-5351
863,Packston,Hale,true,race2,county4,4,110352,6,group3,359-74-6954
864,Ariel,Hoffman,false,race1,county1,0,239048,10,group3,236-60-8696
865,Temp,Elliott,false,race2,county4,3,34110,2,group1,563-01-3806
866,Ricky,Pollard,false,race1,county3,3,123262,3,group1,408-18-6602
867,Izaak,Le,true,race3,,5,71655,4,group2,148-23-6013
868,Kacie,Lawson,true,race3,county1,4,132028,4,group3,829-04-1949
869,Lotti,Hawkins,true,race3,county1,5,296115,5,group2,655-04-2032
870,Clarence,Casey,true,race1,county1,4,258359,1,group2,628-98-7585
871,Kaitlyn,Casey,false,race2,county2,3,143549,7,group2,117-08-2415
872,Josepha,Cannon,false,,county2,4,132327,0,group2,
873,Addie,Cervantes,false,race2,county4,5,258301,6,group1,607-57-8749
874,Katy,Lawson,false,race1,county3,3,134273,2,group2,816-53-1475
875,Doyle,Frank,false,race3,county1,0,167361,9,group3,612-49-6835
876,Ramon,Cannon,true,race2,county3,5,145044,9,group3,583-46-0950
877,Joelynn,Cervantes,,race1,,3,14382,8,group1,342-19-1554
878,Claretta,Hale,false,race2,county2,5,28708,6,group1,285-11-3490
879,Kayle,Kirk,false,race1,county1,1,39537,0,group3,725-47-4880
880,Glenden,Hale,false,race3,county1,3,145426,10,group2,181-85-2541
881,Raul,Hoffman,false,race2,county3,5,263748,3,group2,531-07-9258
882,Ivonne,Elliott,false,race2,county1,1,270844,0,group2,173-53-0941
883,Timothea,Lawson,,race1,county1,4,150286,1,group1,839-90-4602
884,Jabez,Waters,true,race1,county3,3,194805,2,group1,178-65-5993
885,Dulci,Owen,true,,county3,3,87119,0,group1,
886,Kelwin,Frank,,race1,county3,5,136992,2,group3,506-92-4541
887,Filippo,Watson,false,race1,county3,3,60510,2,group1,887-90-0876
888,Babara,Brooks,false,race3,county1,3,78650,8,group2,439-36-4391
889,Pietro,Hawkins,true,race1,county4,1,128689,2,group1,374-20-0625
890,Quill,Cervantes,false,race3,county1,3,189573,1,group3,707-92-7130
891,Noella,Waters,true,race1,county1,3,133049,1,group1,495-47-5233
892,Rosene,Hale,true,race2,county1,0,66821,1,group1,811-09-0164
893,Colet,Cannon,true,race2,county3,1,105752,1,group2,874-41-7684
894,Gwynne,Owen,false,race1,county3,4,58537,9,group3,249-99-9462
895,Briana,Scott,,race2,county1,1,35795,6,group1,459-81-1601
896,Adela,Casey,false,race3,,4,273033,5,group1,725-96-6151
897,Adelind,Elliott,false,race2,county1,3,271548,3,group1,770-09-0848
898,Maressa,Hawkins,true,,county4,5,23337,0,group3,
899,Sigismond,Waters,false,race2,county3,0,190526,7,group3,247-19-2796
900,Thurstan,Quinn,false,race2,,4,230515,2,group2,263-03-4440
901,Christophorus,Owen,true,race2,county1,4,64296,0,group1,882-65-2686
902,Prescott,Cervantes,true,,county4,3,273373,1,group3,
903,Mattie,Waters,false,race1,county4,4,186112,7,group1,331-37-8589
904,Zilvia,Hale,false,race3,county1,4,213110,3,group1,243-64-2246
905,Cherrita,Casey,false,race2,county4,0,182139,6,group3,241-59-3329
906,Beale,Elliott,false,race1,county2,1,88386,10,group3,331-25-1835
907,Brendis,Hawkins,,race3,county1,3,28766,5,group3,637-51-4167
908,Hulda,Le,false,race1,county1,2,82821,2,group1,101-57-6060
909,Ianthe,Frank,true,,county1,4,83825,2,group1,130-94-4927
910,Cecile,Ward,true,race2,county1,3,206837,1,group3,738-01-2700
911,Joana,Kirk,true,race1,county1,0,254396,0,group1,710-66-0817
912,Aksel,Brooks,true,race3,county1,3,295823,5,group3,114-39-5370
913,Gabrielle,Owen,true,race1,county2,4,121074,9,group3,298-08-3361
914,Lewie,Hale,false,race3,county1,2,138347,7,group1,161-72-3413
915,Gayle,Le,true,race2,county3,1,38498,5,group1,560-77-6824
916,Hilde,Elliott,,race1,county3,3,124851,2,group3,284-29-0434
917,Oby,Elliott,true,race1,county1,2,227896,3,group1,172-59-8507
918,Heindrick,Hawkins,true,race1,,4,249310,5,group2,590-56-1891
919,Wilona,Casey,true,race2,county1,0,79730,6,group3,413-61-6438
920,Hilliary,Hoffman,true,race1,county4,5,230494,8,group2,690-70-3281
921,Emlen,Wilkerson,false,race3,county1,4,286135,10,group3,131-86-6528
922,Lexi,Ward,true,race3,county1,5,29719,2,group3,144-55-5228
923,Suzanna,Scott,false,race3,county1,3,214013,4,group3,448-10-0570
924,Noble,Lawson,false,race1,county2,4,81620,2,group2,109-64-0528
925,Jeri,Le,true,race2,county2,5,146841,3,group2,369-56-9141
926,Gib,Hale,true,race1,county4,1,146304,3,group3,630-57-8526
927,Hallie,Watson,true,race2,county2,4,283191,3,group3,519-84-5307
928,Janene,Hawkins,,,county1,4,287190,3,group2,
929,Enrichetta,Waters,true,race1,county1,2,228880,8,group1,899-99-1397
930,Gladys,Ward,false,race1,county4,3,214440,1,group2,302-32-9494
931,Donn,Owen,,race3,county1,5,70889,6,group3,626-50-3101
932,Gail,Hawkins,true,race1,county4,2,299985,7,group2,257-50-5306
933,Rinaldo,Wilkerson,false,race1,county3,5,122148,7,group3,194-39-1071
934,Marlin,Frank,false,race3,county1,3,290985,0,group1,609-79-1281
935,Jana,Le,false,race2,county2,5,225972,5,group1,292-79-0219
936,Fraser,Casey,false,race3,county1,2,243555,9,group2,819-20-4221
937,Averell,Cervantes,false,race2,,1,299284,9,group1,525-34-6179
938,Hedvig,Lawson,false,,county4,5,139693,0,group1,
939,Ophelia,Frank,,race1,county2,4,30053,7,group3,127-21-6271
940,Heather,Hawkins,,race3,county1,4,170586,1,group2,836-09-2857
941,Laurianne,Ward,true,race2,county4,2,142609,3,group2,723-21-9743
942,Pablo,Le,false,race3,county1,1,159926,0,group2,772-58-2534
943,Elane,Le,true,race3,county1,2,114339,10,group2,439-48-1668
944,Carlen,Cannon,false,race3,county1,1,260057,1,group2,771-10-1125
945,Viva,Waters,true,,county4,1,296963,4,group1,
946,Bliss,Quinn,true,race2,county3,4,65271,3,group1,207-47-9408
947,Mirabel,Frank,false,race1,,4,85202,7,group3,542-43-6786
948,Lind,Owen,false,race1,county4,4,193324,4,group1,353-26-1785
949,Ida,Ward,true,race3,county1,2,30827,10,group3,371-57-9465
950,Marisa,Cannon,false,race3,county1,4,38601,9,group3,326-97-9703
951,Ortensia,Casey,false,,county2,2,81341,10,group3,
952,Verne,Pollard,true,race1,county3,5,122792,4,group1,474-35-2656
953,Cassey,Frank,true,race2,county3,3,148943,7,group1,115-74-0945
954,Demetris,Scott,true,race1,county3,4,10034,5,group3,502-03-3482
955,Jackson,Ward,true,race1,county4,0,282810,4,group1,115-74-5428
956,Floris,Pollard,true,,county4,5,203012,5,group1,
957,Laryssa,Lawson,false,race2,county3,1,292482,7,group3,648-88-7046
958,Seka,Pollard,true,race3,county1,0,187589,1,group2,287-05-0191
959,Rafa,Wilkerson,false,race2,county4,4,177463,8,group2,825-90-2255
960,Lin,Frank,false,race3,county1,3,240861,2,group2,616-32-2200
961,Edouard,Cannon,false,race3,county1,3,210532,2,group2,800-45-2785
962,Ruth,Kirk,true,race3,,0,158943,8,group3,742-52-7689
963,Eileen,Ward,false,race2,county2,1,70902,10,group1,690-37-3363
964,Lissy,Cannon,false,,county4,2,142819,2,group3,
965,Brannon,Ward,false,race2,county2,3,30703,4,group2,614-31-1377
966,Efren,Lawson,false,race1,county4,1,52545,5,group1,794-82-8102
967,Alexina,Cannon,false,race2,county4,4,136251,4,group3,522-15-1256
968,Ulric,Pollard,true,race2,county1,1,299044,1,group1,765-19-4928
969,Ricky,Cervantes,true,race3,county1,4,220420,0,group2,483-89-2692
970,Griffin,Waters,,race2,county1,3,216123,1,group1,209-47-5394
971,Sascha,Scott,true,,county3,0,28813,5,group2,
972,Guinevere,Cervantes,true,race3,county1,3,138758,4,group1,463-93-7859
973,Cristal,Elliott,false,race3,county1,0,279240,10,group1,107-86-7199
974,Ringo,Hale,true,race1,county3,1,263564,0,group3,496-96-7125
975,Almeda,Lawson,true,race2,county4,2,62334,3,group2,436-79-1942
976,Sara-ann,Pollard,,race1,county3,3,139486,1,group2,544-44-2318
977,Alison,Hoffman,,race2,county2,0,171713,1,group2,650-39-0249
978,Brien,Lawson,false,race2,county1,1,240083,2,group1,276-65-2873
979,Noellyn,Frank,false,race3,county1,5,248137,4,group2,108-72-2140
980,Hortense,Pollard,true,race3,county1,4,154812,6,group3,521-35-7139
981,Adrian,Scott,false,race1,county1,3,260281,3,group1,397-63-7041
982,Nelle,Quinn,false,,county2,5,287740,8,group3,
983,Corina,Wilkerson,false,race2,county2,4,68525,0,group3,243-72-5139
984,Annabela,Le,false,,,0,294179,3,group2,
985,Otes,Scott,true,race3,county1,5,220014,1,group2,497-01-3279
986,Gwenore,Casey,true,race2,county4,4,68949,3,group2,281-64-4856
987,Luisa,Hale,true,,county2,5,29893,0,group3,
988,Becki,Hale,,race3,county1,3,14094,10,group3,799-19-6433
989,Darcee,Hale,false,race1,county3,2,287174,1,group3,380-57-0205
990,Dillon,Hawkins,false,race3,,2,113843,8,group1,671-53-5993
991,Fayette,Hale,true,race2,county1,4,44991,1,group2,271-66-0029
992,Radcliffe,Hawkins,true,race2,county3,4,141169,7,group2,867-04-0663
993,Fran,Le,false,,county1,1,178992,0,group3,197-77-0443
994,Yule,Ward,,race1,county4,1,271533,0,group3,621-65-2528
995,Waldon,Hawkins,true,race1,county1,0,148266,2,group3,381-79-1903
996,Mirabelle,Pollard,false,,county2,2,202415,5,group2,
997,Lonnie,Kirk,false,race1,county2,0,148349,8,group2,294-16-1605
998,Giulietta,Quinn,true,race2,county2,5,198516,4,group3,807-39-6505
999,Syman,Hawkins,false,race1,county3,3,221003,3,group1,511-73-4993
1000,Boris,Cannon,true,race2,county4,1,246605,5,group3,385-99-9732
