id,first_name,last_name,race,county,num_children,income,age_group,ssn
873,Addie,Cervantes,race2,county4,5,258301,group1,607-57-8749
874,Katy,Lawson,race1,county3,3,134273,group2,816-53-1475
875,Doyle,Frank,race3,county1,0,167361,group3,612-49-6835
876,Ramon,Cannon,race2,county3,5,145044,group3,583-46-0950
877,Joelynn,Cervantes,race1,?,3,14382,group1,342-19-1554
878,Claretta,Hale,race2,county2,5,28708,group1,285-11-3490
879,Kayle,Kirk,race1,county1,1,39537,group3,725-47-4880
880,Glenden,Hale,race3,county1,3,145426,group2,181-85-2541
881,Raul,Hoffman,race2,county3,5,263748,group2,531-07-9258
882,Ivonne,Elliott,race2,county1,1,270844,group2,173-53-0941
883,Timothea,Lawson,race1,county1,4,150286,group1,839-90-4602
884,Jabez,Waters,race1,county3,3,194805,group1,178-65-5993
885,Dulci,Owen,?,county3,3,87119,group1,?
886,Kelwin,Frank,race1,county3,5,136992,group3,506-92-4541
887,Filippo,Watson,race1,county3,3,60510,group1,887-90-0876
888,Babara,Brooks,race3,county1,3,78650,group2,439-36-4391
889,Pietro,Hawkins,race1,county4,1,128689,group1,374-20-0625
890,Quill,Cervantes,race3,county1,3,189573,group3,707-92-7130
891,Noella,Waters,race1,county1,3,133049,group1,495-47-5233
892,Rosene,Hale,race2,county1,0,66821,group1,811-09-0164
893,Colet,Cannon,race2,county3,1,105752,group2,874-41-7684
894,Gwynne,Owen,race1,county3,4,58537,group3,249-99-9462
895,Briana,Scott,race2,county1,1,35795,group1,459-81-1601
896,Adela,Casey,race3,?,4,273033,group1,725-96-6151
897,Adelind,Elliott,race2,county1,3,271548,group1,770-09-0848
898,Maressa,Hawkins,?,county4,5,23337,group3,?
899,Sigismond,Waters,race2,county3,0,190526,group3,247-19-2796
900,Thurstan,Quinn,race2,?,4,230515,group2,263-03-4440
901,Christophorus,Owen,race2,county1,4,64296,group1,882-65-2686
902,Prescott,Cervantes,?,county4,3,273373,group3,?
903,Mattie,Waters,race1,county4,4,186112,group1,331-37-8589
904,Zilvia,Hale,race3,county1,4,213110,group1,243-64-2246
905,Cherrita,Casey,race2,county4,0,182139,group3,241-59-3329
906,Beale,Elliott,race1,county2,1,88386,group3,331-25-1835
907,Brendis,Hawkins,race3,county1,3,28766,group3,637-51-4167
908,Hulda,Le,race1,county1,2,82821,group1,101-57-6060
909,Ianthe,Frank,?,county1,4,83825,group1,130-94-4927
910,Cecile,Ward,race2,county1,3,206837,group3,738-01-2700
911,Joana,Kirk,race1,county1,0,254396,group1,710-66-0817
912,Aksel,Brooks,race3,county1,3,295823,group3,114-39-5370
913,Gabrielle,Owen,race1,county2,4,121074,group3,298-08-3361
914,Lewie,Hale,race3,county1,2,138347,group1,161-72-3413
915,Gayle,Le,race2,county3,1,38498,group1,560-77-6824
916,Hilde,Elliott,race1,county3,3,124851,group3,284-29-0434
917,Oby,Elliott,race1,county1,2,227896,group1,172-59-8507
918,Heindrick,Hawkins,race1,?,4,249310,group2,590-56-1891
919,Wilona,Casey,race2,county1,0,79730,group3,413-61-6438
920,Hilliary,Hoffman,race1,county4,5,230494,group2,690-70-3281
921,Emlen,Wilkerson,race3,county1,4,286135,group3,131-86-6528
922,Lexi,Ward,race3,county1,5,29719,group3,144-55-5228
923,Suzanna,Scott,race3,county1,3,214013,group3,448-10-0570
924,Noble,Lawson,race1,county2,4,81620,group2,109-64-0528
925,Jeri,Le,race2,county2,5,146841,group2,369-56-9141
926,Gib,Hale,race1,county4,1,146304,group3,630-57-8526
927,Hallie,Watson,race2,county2,4,283191,group3,519-84-5307
928,Janene,Hawkins,?,county1,4,287190,group2,?
929,Enrichetta,Waters,race1,county1,2,228880,group1,899-99-1397
930,Gladys,Ward,race1,county4,3,214440,group2,302-32-9494
931,Donn,Owen,race3,county1,5,70889,group3,626-50-3101
932,Gail,Hawkins,race1,county4,2,299985,group2,257-50-5306
933,Rinaldo,Wilkerson,race1,county3,5,122148,group3,194-39-1071
934,Marlin,Frank,race3,county1,3,290985,group1,609-79-1281
935,Jana,Le,race2,county2,5,225972,group1,292-79-0219
936,Fraser,Casey,race3,county1,2,243555,group2,819-20-4221
937,Averell,Cervantes,race2,?,1,299284,group1,525-34-6179
938,Hedvig,Lawson,?,county4,5,139693,group1,?
939,Ophelia,Frank,race1,county2,4,30053,group3,127-21-6271
940,Heather,Hawkins,race3,county1,4,170586,group2,836-09-2857
941,Laurianne,Ward,race2,county4,2,142609,group2,723-21-9743
942,Pablo,Le,race3,county1,1,159926,group2,772-58-2534
943,Elane,Le,race3,county1,2,114339,group2,439-48-1668
944,Carlen,Cannon,race3,county1,1,260057,group2,771-10-1125
945,Viva,Waters,?,county4,1,296963,group1,?
946,Bliss,Quinn,race2,county3,4,65271,group1,207-47-9408
947,Mirabel,Frank,race1,?,4,85202,group3,542-43-6786
948,Lind,Owen,race1,county4,4,193324,group1,353-26-1785
949,Ida,Ward,race3,county1,2,30827,group3,371-57-9465
950,Marisa,Cannon,race3,county1,4,38601,group3,326-97-9703
951,Ortensia,Casey,?,county2,2,81341,group3,?
952,Verne,Pollard,race1,county3,5,122792,group1,474-35-2656
953,Cassey,Frank,race2,county3,3,148943,group1,115-74-0945
954,Demetris,Scott,race1,county3,4,10034,group3,502-03-3482
955,Jackson,Ward,race1,county4,0,282810,group1,115-74-5428
956,Floris,Pollard,?,county4,5,203012,group1,?
957,Laryssa,Lawson,race2,county3,1,292482,group3,648-88-7046
958,Seka,Pollard,race3,county1,0,187589,group2,287-05-0191
959,Rafa,Wilkerson,race2,county4,4,177463,group2,825-90-2255
960,Lin,Frank,race3,county1,3,240861,group2,616-32-2200
961,Edouard,Cannon,race3,county1,3,210532,group2,800-45-2785
962,Ruth,Kirk,race3,?,0,158943,group3,742-52-7689
963,Eileen,Ward,race2,county2,1,70902,group1,690-37-3363
964,Lissy,Cannon,?,county4,2,142819,group3,?
965,Brannon,Ward,race2,county2,3,30703,group2,614-31-1377
966,Efren,Lawson,race1,county4,1,52545,group1,794-82-8102
967,Alexina,Cannon,race2,county4,4,136251,group3,522-15-1256
968,Ulric,Pollard,race2,county1,1,299044,group1,765-19-4928
969,Ricky,Cervantes,race3,county1,4,220420,group2,483-89-2692
970,Griffin,Waters,race2,county1,3,216123,group1,209-47-5394
971,Sascha,Scott,?,county3,0,28813,group2,?
972,Guinevere,Cervantes,race3,county1,3,138758,group1,463-93-7859
973,Cristal,Elliott,race3,county1,0,279240,group1,107-86-7199
974,Ringo,Hale,race1,county3,1,263564,group3,496-96-7125
975,Almeda,Lawson,race2,county4,2,62334,group2,436-79-1942
976,Sara-ann,Pollard,race1,county3,3,139486,group2,544-44-2318
977,Alison,Hoffman,race2,county2,0,171713,group2,650-39-0249
978,Brien,Lawson,race2,county1,1,240083,group1,276-65-2873
979,Noellyn,Frank,race3,county1,5,248137,group2,108-72-2140
980,Hortense,Pollard,race3,county1,4,154812,group3,521-35-7139
981,Adrian,Scott,race1,county1,3,260281,group1,397-63-7041
982,Nelle,Quinn,?,county2,5,287740,group3,?
983,Corina,Wilkerson,race2,county2,4,68525,group3,243-72-5139
984,Annabela,Le,?,?,0,294179,group2,?
985,Otes,Scott,race3,county1,5,220014,group2,497-01-3279
986,Gwenore,Casey,race2,county4,4,68949,group2,281-64-4856
987,Luisa,Hale,?,county2,5,29893,group3,?
988,Becki,Hale,race3,county1,3,14094,group3,799-19-6433
989,Darcee,Hale,race1,county3,2,287174,group3,380-57-0205
990,Dillon,Hawkins,race3,?,2,113843,group1,671-53-5993
991,Fayette,Hale,race2,county1,4,44991,group2,271-66-0029
992,Radcliffe,Hawkins,race2,county3,4,141169,group2,867-04-0663
993,Fran,Le,?,county1,1,178992,group3,197-77-0443
994,Yule,Ward,race1,county4,1,271533,group3,621-65-2528
995,Waldon,Hawkins,race1,county1,0,148266,group3,381-79-1903
996,Mirabelle,Pollard,?,county2,2,202415,group2,?
997,Lonnie,Kirk,race1,county2,0,148349,group2,294-16-1605
998,Giulietta,Quinn,race2,county2,5,198516,group3,807-39-6505
999,Syman,Hawkins,race1,county3,3,221003,group1,511-73-4993
1000,Boris,Cannon,race2,county4,1,246605,group3,385-99-9732
